page_id,title,revision_id,page_length
49890785,Mohamed Warsama Ragueh,1180804922,4310
53048108,Omar Osman Rabe,1192322872,6223
70107014,Porfirio Andrés Bautista García,1246218772,13121
451896,President of the Dominican Republic,1246219040,17711
52160643,Ramón Antonio Ramírez,1223123873,4598
43252937,Ramón Marrero Aristy,1196178615,6916
38298245,Ramón Tapia Espinal,1146487630,3895
44413611,Roberto Salcedo Sr.,993659584,5235
77763361,Roberto Álvarez Gil,1243351560,88
68226091,Rosa Gómez de Mejía,1246218785,7338
76941728,Valentin Medrano Pérez,1243880685,3940
43970668,Viriato Fiallo,1212880453,4557
65271443,Yamil Abreu Navarro,1186292250,2193
47095381,Abelardo Vicioso,1217485696,10239
74442374,Agustín Intriago,1246861962,9958
62884771,Albina Marçal Freitas,1112274488,4506
33086390,Alfredo Pires,1242893918,3223
61467465,Aliança de Araújo,1200126483,4356
73939016,Andrea González Náder,1237644052,6644
71253637,Aurora Estrada y Ayala,1216930716,4143
68986895,Brigida Antónia Correia,1215933839,4889
67858852,Carlos Arizaga Toral,1209006227,1576
24374579,Elías Wessin y Wessin,1247954393,4351
57831791,Fernando Balda,1228185867,5382
77061035,Galo Lara,1227282963,5955
54518632,Geovanny Vicente,1242935342,51067
26369624,Guillermo Franco (Ecuadorian general),1217991983,4051
71855759,Ibeth Estupiñán,1197438913,4303
73418614,Isabel Enriquez,1244754119,4459
54282687,Isabel da Costa Ferreira,1246452294,8301
2938787,Jack Veneno,1246218392,10153
48561538,Jaime Durán Barba,1247684886,9929
76802112,Jaminton Intriago,1248108232,4054
45305408,Jorge Radhamés Zorrilla Ozuna,1196364434,16995
12224836,José Abílio Osório Soares,1244452248,6721
70971257,João da Costa Tavares,1171957107,7859
41381286,Julio Martinez Acosta,1197437642,2550
70601564,Justino Mota,1244598725,3703
41088511,Luis A. Martínez,1230753198,3302
75380425,Luzmila Abad,1244503818,7020
3739247,Manuel Carrascalão,1209003568,11265
31796164,Manuel Magalhaes de Oliveira,1195585917,1586
36810083,Marcel Jacobo Laniado de Wind,1244463510,28366
63054839,Maria Terezinha Viegas,1235479870,3774
71439755,María Sol Corral,1244050054,4160
54310130,Mário Viegas Carrascalão,1245418200,11660
32065439,Nino Konis Santana,1226226208,1375
61653879,Olinda Morais,1009671491,4449
41050361,Pablo Guerrero Martinez,1197438720,4606
76741753,Roberto Izurieta,1247633454,14640
73664622,Xavier Enderica,1231714844,7266
55686925,Ángela Freitas,1146093179,6012
32482524,Abdelfattah al-Banna,1221423218,2578
55304527,Ahmad Mazlum,1204273685,2275
76462981,Ahmad Pasha al-Munkali,1216528648,3756
74050157,Ahmed Emad El-Din Radi,1190632866,2902
74102463,Ahmed Issa (Egyptian politician),1212669631,4118
34244756,Alfredo Vera Vera,1225834159,404
76918669,Arianna Tanca,1225861640,4997
77283456,Catalina Ontaneda,1235477428,5064
63248172,Diego Morejón,1203541349,894
35216708,Fabrizio Moreira,1216179522,11714
40685601,Filoteo Samaniego,1228185877,4774
75954630,Gabriela Sommerfeld,1225405935,6200
30700413,Gawdat al-Malt,1197821084,6916
47039919,George Messiha,1065964569,1893
76381318,Hamdi al-Sayyid,1214462628,2346
74112023,Hisham Amna,1161616362,2461
10733961,Ibrahim El-Gohary,1221932048,5431
40910487,Ismael Pérez Pazmiño,1246458509,2421
75374478,Johanna Ortiz,1197439260,5662
62816599,Joseph Cattaui,1250093996,6795
73919401,Khaled Aly el-Bakly,1221811539,2118
41351231,Khaled Dawoud,1238466466,4661
48959648,Mahmoud Ahmad Ibiary,1183781331,5714
74093226,Mahmoud Esmat,1164899761,2781
1225061,Mamdouh Habib,1245969900,32848
75455165,Mariana Yumbay,1244174358,7405
76585325,Mayra Montaño,1231714830,5424
42163229,Mohamed Ismail,1214429734,1987
74065949,Mohamed Maait,1232708705,3938
5348698,Mohsen Badawi,1226333719,6488
58565422,Mona Makram-Ebeid,1184351418,2733
39615690,Mostafa Alnagar,1232632742,17929
57638462,Mostafa Madbouly,1248662813,14686
76924429,Mónica Palencia,1246133526,5496
74188773,Nabil Dibis,1169476396,2378
74117864,Omar Marwan,1232585318,3110
75997884,Paola Vintimilla,1215715521,6286
21513992,Pedro Moncayo,1220668792,1883
37868230,Rafik Habib,1112390859,7420
74188900,Sameh Seif El-Yazal,1179919329,3483
11577547,Abdulaziz Nasser Al Shamsi,1249127813,3870
38597984,Abdulkadir Kebire,1239319423,9462
65526735,Abdullah Omran Taryam,1198632236,6767
4635397,Abraha Kassa,1234388675,4418
6939294,Abraham Kidane,1145201600,1273
2123001,Ahmad Al Tayer,1177332322,1502
71647393,Ahmed Mohammed Nasser,1250125770,3457
74780939,Ahmed bin Mohammed Al Maktoum,1233798238,10325
9206814,Ahmed bin Rashid Al Maktoum,1233797941,5853
7181725,Ahmed bin Saeed Al Maktoum,1248018288,14823
51590351,Ambaye Wolde Mariam,1210750106,7311
9134199,Berhane Habtemariam,1222041277,2136
58881476,Diaa Rashwan,1236697683,5815
77194577,Felipe Hinestrosa Ikaka,1243089428,944
36701866,Girma Asmerom,1245112869,5351
73300449,Habtezion Hadgu,1250526937,4686
32348440,Hamed bin Zayed Al Nahyan,1244999389,8292
71950946,Hamid Ferej,1191770131,1251
51012229,Hassan al Diqqi,1197455262,9313
68377698,Hawaa Al Mansoori,1234875531,28270
47214835,Ibrahim Harun,1131754356,1950
63798215,Khaled bin Mohamed Al Nahyan,1249535350,30042
77653363,Manuel Osa Nsue Nsua,1251043345,8891
76630509,Mohamed bin Hadi Al Hussaini,1244074611,11923
2121945,Mohamed bin Zayed Al Nahyan,1250912775,113439
11559743,Mohammed Hussein Al Shaali,1224261260,1930
5587322,Mohammed bin Khalifa Al Maktoum,1174785297,2846
25841156,Mohammed bin Khalifa bin Zayed Al Nahyan,1177986904,3832
64077889,Mohammed bin Saud Al Qasimi,1222566472,4513
75501308,Qatawi family,1231696068,7497
11567541,Saeed bin Maktoum bin Hasher Al Maktoum,1235793193,15485
25805656,Saeed bin Zayed Al Nahyan,1177986909,4690
30942528,Saqr bin Zayed Al Nahyan,1199874821,2699
1724427,Shakhbut bin Sultan Al Nahyan,1244331023,7774
75509224,Soares family,1249966412,15602
74188067,Soha Gendi,1221811571,2162
7718919,Talaat Sadat,1203826601,3392
918162,Tedla Bairu,1192857899,934
23553340,Vice President of the United Arab Emirates,1248662237,5781
26252692,Youssef Zulficar Pasha,1241283836,13905
71861218,Abdirahman Eid Daahir,1233387219,4093
76647843,Abraham Tekeste,1224366851,3680
71974699,Agegnehu Teshager,1242182622,4709
71969385,Ali Radai,1135756082,2015
31649248,Alimirah Hanfare,1250176148,25439
28644088,Almayahu Haile,1162392075,2900
67216844,Andi Meister,1219566686,1118
72601140,Andrei Prii,1241968483,2265
68333057,Ants Tamme,1241849026,1780
28836054,Asrat Desta,1193968561,5934
17868434,Atnafu Abate,1214761583,10106
66896495,August Janson,1242168347,1111
76324392,Binalf Andualem,1240260904,2738
2457429,Carl Robert Jakobson,1239944302,4121
4470769,Darge Sahle Selassie,1242232622,11646
69156026,Demelash Gebremichael,1219872816,4482
68194841,Elmar Järvesoo,1241971618,3224
66239490,Ergoge Tesfaye,1237243972,4130
66359827,Fitsum Assefa,1240230949,3467
67069639,Friedrich Niggol,1250774229,2963
2419650,Georg Trašanov,1248969934,1257
75746645,Getachew Assefa,1238974408,7709
73447791,Habtamu Ayalew Teshome,1246420960,25780
66896425,Harald Laksberg,1241969141,2311
70387092,Heino Sisask,1241969242,1623
64342819,Ibrahim Omer,1225914040,13234
48750979,Juneidi Basha,1234533615,5672
67766728,Jüri Liim,1242177191,1598
67042787,Kirill Teiter,1199847042,1691
76353719,Lake Ayalew,1219878989,3507
66357891,Lehte Hainsalu,1241897171,2404
52258407,Mawlid Hayir,1079991048,2794
76039376,Mekdes Daba,1212557754,3929
41357201,Mohamed Abdulghani,1131726162,1400
39720301,Mohammed Saeed Nawed,1238224339,1371
70576186,Romodan Mohammed Nur,1238345049,3088
75869721,Saharla Abdulahi Bahdon,1204248404,4293
66910486,Theodor Rõuk,1242178040,2030
68277960,Toomas Sildmäe,1183340383,2957
46659298,Adem Ibrahim,1015964623,871
76684430,Adem Mohammed,1225860802,4201
20345360,Aleksander von Kothen,1221166897,861
45213295,Andargachew Tsege,1192804898,19827
658274,Anders Chydenius,1237345246,24221
20342397,Arthur Brofeldt,1172784623,903
75754338,Belete Molla,1199380443,4846
36269519,Carl Axel Gottlund,1241745255,16735
20342537,Erik Berg (politician),1175482820,1085
3510774,Erik Fleming (councilor),1171255115,1786
75793863,Frehiwot Tamiru,1246156753,4681
34034156,Fritz Arthur Jusélius,1176811934,1631
75806251,Getahun Mekuria,1209709210,4853
75807871,Habtamu Tegegne,1209709278,3439
34380970,Ilkka Hakalehto,1106130121,2478
16372180,Jakob Gadolin,1194343032,5364
58578791,Jawar Mohammed,1234533731,11730
75869067,Kemal Hashi Mohamoud,1197960601,3589
67210080,Kitaw Ejigu,1246978732,6447
2680252,Klaus Fleming,1242155197,6436
20343117,Lars Gabriel von Haartman,1227056319,3537
37583394,Lencho Letta,1234533713,6206
2226356,Max Jakobson,1164505452,5274
75694279,Melatework Hailu,1206836042,3535
20342989,Mikhail Fyodorovich Ganskau,1159662514,461
28836297,Mogus Wolde Mikael,1193968324,3270
43150425,Mulu Solomon,1188668236,2527
20342754,Selim Ekbom,1238920235,631
40448829,Shawn Huff,1248783720,9451
72815466,Simon Ekpa,1249750092,51503
41122567,Sophia Yilma,1240741842,6725
58260636,Su'ad Ahmed Farah,1145175185,2411
41451842,Tadesse Birru,1247092369,10471
78075696,Taye Atskeselassie,1250104755,80
7786796,Tekle Wolde Hawaryat,1243325381,5577
67464872,Teklewold Atnafu,1244410095,4822
68462924,Temesgen Tiruneh,1236566558,9099
24615630,Timo Furuholm,1244928673,17203
71455631,Tsegaye Mamo,1207573326,2340
74551203,Yilkal Kefale,1238897608,3311
40587789,Albert Bourderon,1242210573,7773
20347512,Aleksander Strandman,1175875161,511
20347668,Anders Wirenius,1208137842,1377
6571380,Antti Kuosmanen,1245068759,2263
33867261,Bureau de La Rivière,1186806947,4099
20345471,Carl Fabian Langenskiöld,1246601762,2139
50750557,Charles Cassal,1242211126,1008
70797781,Christoffer Taxell,1223403006,5695
77260842,Eddy Casterman,1242211173,4790
1789613,Elisabeth Rehn,1223402708,18214
201678,Georg Magnus Sprengtporten,1249237629,16770
70473307,Georges Berthoin,1242210523,2863
7063289,Heikki Heikinpoika Vaanila,1250970116,2412
33071575,Henri Philippe de Chauvelin,1242211499,1815
50286583,Ignace Caseneuve,1242211094,4448
71817608,Jaakko Numminen,1223402940,2075
67109396,Jaana Vasama,1242177029,1095
201677,Jacob Magnus Sprengtporten,1235736355,13520
63637983,Jacques la Caze,1156612646,2699
63700121,Jean-François Bazin,1249283885,6602
14314929,Jean Auguste de Chastenet de Puységur,1242211402,1735
48710320,Jean Capelle (politician),1242211055,769
54033731,Jean Charbonnel,1242211337,1237
74898341,Johan Mauritz Nordenstam,1177200759,7512
20345752,Karl August Ramsay,1230788776,1078
1043000,Keijo Liinamaa,1224595301,5725
60468621,Kirsi Piha,1011166320,2311
22052154,Konni Zilliacus (senior),1244155264,4240
68236834,Matti Saarinen,1169424743,1094
67307273,Miranda Vuolasranta,1147171503,6274
4625429,Nils Mustelin,1234849765,4460
58351048,Nils Westermarck,1222041570,2420
2415203,Olavi Mäenpää,1238920237,2879
20345455,Paul Kraatz,1244843931,623
21454683,Pierre-Jean-Baptiste Chaussard,1226291178,2972
76592654,Pierre Baudis,1242210360,3980
16900186,Reino Ragnar Lehto,1246163886,2417
1162066,Soheib Bencheikh,1247574563,3524
41541349,Toivo Topias Pohjala,1166608674,1637
39460195,Étienne-Laurent-Pierre Burnel,1242210968,4332
35199360,Agénor de Gasparin,1219133343,9149
66110297,Alain Griset,1177914220,6764
55933814,Brigitte Girardin,1208933505,8905
77262447,Bruno Clavet,1244708767,3041
1253808,Charles Ganilh,1067808226,3396
41664987,Charles Le Bègue de Germiny,1226239671,9901
76465133,Denis Clavel,1242211544,4654
42300706,Georges Humann,1082744637,8349
33871891,Guillaume IV de Melun,1067877319,2556
18317712,Guillaume du Tillot,1228954562,7757
25159673,Guy Hascoët,1211160728,1907
42955580,Jacques Antoine Creuzé-Latouche,1208378471,6544
68486372,Jacques Fournier (government official),1118405005,5076
50104853,Jean-Henry-Louis Greffulhe,1171320970,1610
60635940,Jean Cotereau,1204915513,3534
28622807,Jean Frydman,1244924499,4244
76769597,Jean Louvet (politician),1242210736,1592
290532,Joseph-Ignace Guillotin,1236960439,18466
32249947,Joseph Guinard,1226313448,704
19967345,Joseph Matthias Gérard de Rayneval,1223968504,7097
41502418,Jules-François-Paul Fauris de Saint-Vincens,1190836759,3523
42664083,Louis Grégoire Deschamps Destournelles,1146428534,5850
23125171,Madeleine de Grandmaison,1245655403,2229
7282229,Martial Borye Desrenaudes,1067855906,1551
56054313,Maurice Colrat,1143025717,2178
17822442,Maurice d'Hartoy,995050241,1231
10306157,Michel Craplet,1087935075,1399
33867953,Nicolas du Bosc,1067934529,2620
62496744,Odette Grzegrzulka,1104771590,6446
43724820,Paul Cotte,1185924083,811
22846587,Paul Hay du Chastelet,1234583273,10465
19159306,Philippe Hurault de Cheverny,1243544132,2203
32634620,Roland Giberti,955452341,1511
77264957,Sandra Delannoy,1235911333,2368
41625355,Théodore Ducos,1150936922,2256
36402853,Victor Denain,1200165043,5733
5795028,Xavier de Fürst,1248011706,1352
57566798,Yves de Daruvar,1113513795,887
21482270,Édouard Dunglas,1235409307,5952
33856644,Étienne de La Grange,1067940807,1812
50447778,Albert Ollivier,1242209715,1600
48900120,Alex Moscovitch,1189789885,5671
18440884,Alexandre Parodi,1240170365,11995
35628835,Antoine-Adrien Lamourette,1245710505,8304
69382242,Bernard Morel (economist),1133063202,4218
77209970,Bernard Mourad,1234045540,4341
41599740,Charlemagne de Maupas,1058537657,5520
33627229,Charles Luca,1056918597,722
77770614,Chrétien François de Lamoignon de Basville,1243543068,105
56170501,Dominique Meyer,1228711565,4170
25336650,François-Xavier de Peretti,1227759150,1137
61058502,Gilles Pennelle,1244346827,3314
42497598,Guillaume-Isidore Baron de Montbel,1011997346,7889
42658335,Guillaume-Xavier Labbey de Pompières,1123950119,8245
67518648,Gérard Montassier,1224351881,5097
20943404,Henri Martin (winemaker),1237299772,5729
6786719,Henri Peyroux de la Coudrenière,1227330329,3633
41981348,Hippolyte Laroche,1239515352,4174
22996883,Hyacinthe Gaëtan de Lannion,1164055828,1126
23443162,Hélène Pelosse,1244217829,6455
26162474,Ilham Moussaïd,1179014867,393
3066414,Jacques-Antoine Manuel,1214329727,3008
22773769,Jacques Marquet de Montbreton de Norvins,1226330852,3833
33862386,Jean Le Mercier,1242753649,2849
16010590,Jean Mattéoli,1232840219,5347
45279197,Jeanne Mélin,1212292139,10203
23400031,Joachim Labrouche,1153276048,1106
20291975,Joseph François Augustin Monneron,1233379299,1032
75126813,Joseph Ostermann,1242209654,3576
55078570,Joseph Périer,1182278156,12696
77140837,Julien Leonardelli,1244346386,1977
62291766,Louis Lareng,1172945590,2542
35869199,Louis Pailhas,1153278086,5419
8885695,Marc Perrin de Brichambaut,1243149451,7297
247290,Marcel Petiot,1238343251,20811
68888941,Paul Mentré,1195582162,9113
592146,Philippe Massoni,1234574618,2667
21031373,Philippe Paolantoni,1204714650,2183
39777660,Victor Perret,1014506148,6764
4679271,Érik Orsenna,1242209759,3971
53425916,Abdoulie Bojang,1233734473,3400
71200387,Ajaaratou Satang Jow,1175733791,930
36517096,Amadou Scattred Janneh,1214288012,7534
67385608,Amie Bojang-Sissoho,1237362851,4381
77480946,Anguilè Ré-Dowé,1242381206,3084
22813183,Antoine Portail,1034304794,3885
42226913,Antoine Richard du Cantal,1223238225,6290
70416811,Buba Samura,1244830184,736
26650098,Charles de Varigny,1242210186,13563
25159785,Claude Taleb,1190063231,1181
475680,Dawda Jawara,1248194414,44253
41629322,Ernest Pinard,1097917556,6492
3289542,Fabakary Jatta,1248653384,6962
67225682,Fatou Sanyang Kinteh,1247250306,6179
36173481,François-Alexandre Tardiveau,1186831209,1455
20743988,François Auguste de Thou,1138918376,1726
59812800,Gabriel Puaux,1242249386,2640
47420073,Gaston Vidal,1242210222,2267
66148785,Ida Reteno Assonouet,1152970577,1132
1248243,Jean-Hilaire Aubame,1239996953,32581
68137055,Jean-Marie Rausch,1240169046,2588
13054782,Jean-Paul-Alban Villeneuve-Barcement,1242210246,1009
38859751,"Jean-Pierre Casimir de Marcassus, Baron de Puymaurin",1237402258,1882
66012879,Jean Tavernier,1238919580,3986
36231155,Joseph Henry Joof,1243508400,1684
41994337,Joseph Romain-Desfossés,1144306675,4816
70416683,Kunda Kamara,1244830178,1649
72175435,Lee White (conservationist),1186832805,4391
5464847,"Louis Phélypeaux, Marquis of La Vrillière",1242496790,4083
6773561,"Louis Phélypeaux, Seigneur of La Vrillière",1217063771,1197
5462788,"Louis Phélypeaux, comte de Saint-Florentin",1174304784,3592
53429944,Mai Fatty,1151066074,3103
212393,Marie Roch Louis Reybaud,1242211689,2635
10820992,Marthe Richard,1246003128,11746
31865395,Mathurin Anghiley,1177650175,1372
54377444,Michel Pouzol,1050936152,1337
53436248,Modou Bamba Gaye,1151065994,1904
70349592,Pierre Ferri-Pisani,1214518208,7648
62103567,René Ribière,1226476376,2104
19370336,Rodolphe Prager,1083697354,2983
45471358,Alieu Badara Njie,1249462265,4330
42499736,Alieu Badara Saja Taal,1247050844,3274
64690108,Bruno Baum,1245092447,6990
30779489,Carl Heinrich Wilhelm Hagen,1226188291,734
50996259,Christian August von Eyben,1150862730,2897
36151221,Christian Wilhelm Karl Ewald,1226174343,936
35347497,Dieter Engels,1165387534,2320
19495219,Ernst Henrici,1239894377,7718
75392772,Franka Hitzing,1228300948,6961
66108652,Friedrich Johannes Frommann,1093387022,3775
2143613,Friedrich von Gentz,1248790750,19762
31265616,Georg Fein,1222221753,6777
15139131,Georg von Blumenthal,1243051498,7756
23435274,Gerhard Besier,1248500772,8204
27109263,Gert Haller,1068252041,893
61340295,Günter Gaus,1246337794,42832
35273677,Heinrich Fleißner,1069865479,4270
2172451,Hermann Heller (legal scholar),1244979496,6787
612566,Ignatz Bubis,1191575496,6830
34560524,Jakob Heller,1154908966,1277
34279224,Johann Christian von Boyneburg,1249921858,1692
40897765,John Ehret,1237258272,3050
28730982,Joseph Hillebrand,1220777049,2766
5173010,Karl Theodor Bayrhoffer,1137678089,8719
53413808,Lamin Saine,1137915624,5521
75392531,Lena Arnoldt,1228301192,6653
1302855,Ludwig Hassenpflug,1226116184,7008
62140105,Momodou Sabally,1243625627,4807
53890038,Muhammed Magassy,1151065996,2521
42119920,Otto Ballerstedt,1189113633,6810
45268834,Otto Beck,1226154964,2918
36231001,Pap Cheyassin Secka,1247083871,7868
29343651,Paul Fugger von Kirchberg und Weißenhorn,1226181306,722
440245,Rudolf Bahro,1246514462,28882
52742626,Rudolf Hilf,1065378015,2581
67248941,Shqiprim Arifi,1245996635,6125
77382621,Torben Braga,1248547868,6058
36177058,Werner E. Ablaß,1242018201,4546
76989633,Winfried Fockenberg,1225418442,2213
76621647,Wolf-Michael Catenhusen,1239972537,6621
3567423,Adolf Pilar von Pilchau,1237840723,2730
10775216,Armin Mohler,1245358961,12074
33735316,Bernd Hüttemann,1230379647,9897
22466849,Caio Koch-Weser,1215567546,7040
15873918,Carl Otto von Madai,1240634849,2165
70208378,Charles Lavy,1226204581,1063
66092213,Christian Theodor Overbeck,1240259800,2007
1682241,Christoph Ernst von Houwald,1241312980,3847
27082532,Dieter Kunzelmann,1231353179,9107
25280087,Dietrich Heinrich Ludwig von Ompteda,1242565618,6392
62274004,Emilie Kiep-Altenloh,1161356025,2131
20717242,Felix Lichnowsky,1226205451,4434
35637650,Francis Kruse,1226779277,744
35302688,"Franz Christoph Anton, Count of Hohenzollern-Sigmaringen",1244334799,3469
32752387,Franz Seraph von Pfistermeister,1231553705,5465
30754338,Friedrich-Carl Peus,1240004651,2082
805102,Friedrich von Holstein,1234065530,9179
44732118,Gottlob Johann Christian Kunth,1233135330,4764
4411174,Gunter Pleuger,1104322145,1628
30754640,H. Busso Peus,1240004707,2545
22423679,Hans Paasche,1240891443,11845
20952682,Herwart von Hohenburg,1247120291,5013
3062050,Johan Rantzau,1240776519,8055
36817590,Johann Ludwig Klüber,1242565581,2700
25862088,Joseph Musiol,1173064538,3796
73363852,Karl Ledderhose,1240898056,42375
10537736,Ludwig von Lützow (politician),1239513332,2121
69806273,Marianne Laqueur,1241574430,9296
61571451,Martin Horn (politician),1143929714,7762
9743492,Max Montgelas,1226211497,4428
5666250,Max von Oppenheim,1240981396,27621
52696076,Moritz Rittinghausen,1144503312,10003
8303718,Moriz Lieber,1222045087,4246
77121715,Nela Riehl,1242962207,2761
77399339,Prince Richard of Hesse,1240804152,10107
29551586,Theodor Olshausen,1242256661,4774
65806088,Tobias Köck,1222073597,3604
67843278,Walter von Saint Paul-Illaire,1227931073,6853
73573336,Werner Knieper,1188787560,2651
909703,Wolfgang Müller von Königswinter,1223428429,8667
14514815,"Adam, Count of Schwarzenberg",1243650424,8414
76324389,Adelheid Tröscher,1222297199,3646
37053679,Agyen Kokobo,1187316535,4986
3028558,Alcibiades Diamandi,1225731455,13025
52904238,Anna Strohsahl,1235511227,10544
63668146,Ashok-Alexander Sridharan,1250926280,7837
34397265,Bertram von Sturm,1146695614,3519
14369985,Christos Daralexis,1083450519,1495
74567249,Curt Wach,1227609154,4287
66914786,Despina Chatzivassiliou-Tsovilis,1246159519,6029
43714241,Eduard von Schele zu Schelenburg,1231553871,744
53203305,Ernst Wilhelm von Schlabrendorf,1001280832,1424
19246223,Friedrich Gustav Carl Ulrich Franz von Schnehen,971361950,1224
67887983,Georgios Drys,1205444933,1946
32865142,Gerhard Stahl,1237391547,12226
76497369,Heinrich Alois von Reigersberg,1228879346,3715
14077268,Heinrich Sudermann,1226369269,791
28264422,Heinrich Voelter,1130505690,2889
67025581,Hellmuth Weiss,1244017494,1248
32732968,Henry Ernest of Stolberg-Wernigerode,1230350617,5650
76618650,Hermann Schäfer,1221143754,6724
41569376,Hermann Wittich,1226380770,506
66862454,Hugo Wesendonck,1226378603,3367
72146573,Ioannis Dimopoulos,1119564390,2955
77627834,J. Nee Amahtey Hyde,1244174684,11620
23412245,"Joachim, Count of Schönburg-Glauchau",1235919925,7715
28959366,Karl von Starck,1236241537,607
66315652,Ludwig Georg Winter,1062661561,1771
76159674,Mike Schubert,1210860457,6548
37053878,Ofusu Kwabi,1103370473,966
13472726,Paul Schiemann,1234101505,9294
612374,Paul Spiegel,1249590782,5832
24165446,Peter Schott,1158805969,3628
76431481,Ruth Weckenmann,1243240587,4939
39600644,Sefis Anastasakos,1232348830,1557
51304304,Sofoklis Avraam Choudaverdoglou-Theodotos,1232322281,7149
43618174,Stanislaw Trabalski,1238513656,15450
390588,Veit Ludwig von Seckendorff,1228470873,8749
40585929,Wolfgang Templin,1233839679,2258
71792787,Alexis Liatis,1118203952,264
5942616,Alketas Panagoulias,1247604735,11231
72451600,Anni Podimata,1157530218,1557
75844027,Antonis Fosteridis,1226111002,31361
16553291,Asimakis Fotilas,1238412906,2628
22935873,Avraham Rakanti,1226946571,2249
66105502,Eugenia Tsoumani-Spentza,1232437700,922
71792538,Eustathios Lagakos,1118204107,317
57628923,Failos Kranidiotis,1156045704,7716
68991041,Fotini Dekazou Stefanopoulou,1188372971,2332
13254940,Fotis Perlikos,1242765206,2181
71792361,Georgios Exintaris,1122203734,316
51303997,Georgios Kourtoglou,1161584075,3957
73159910,Georgios Romeos,1240228353,2534
34630775,Georgios Tertsetis,1234384469,4441
68715763,Giannis Theonas,1194465925,2429
70541292,Giorgos Katiforis,1221278854,1166
16320450,Haris Romas,1247440581,8986
71792321,Ioannis Gryparis (1848-1922),1118204026,302
71351663,Ioannis Malachias,1232322174,1987
71792633,Ioannis Soutsos,1118204096,457
65244237,Ismail Molla,1243379211,2044
42801042,Matthaios Kofidis,1216081687,5876
49854435,Neoklis Sarris,1179418320,3292
10949909,Nikolaos Makris,1163124965,2878
51304733,Nikolaos Tsourouktsoglou,1246424186,5628
73211361,Nikos Kosis,1173589571,6625
65443807,Simos Simopoulos,1211043784,1066
77405495,Sokratis Famellos,1246982301,8513
64033054,Spyridon Galinos,1177420715,3678
56871514,Spyridon Valettas,1223108932,4412
49854329,Stavros Karampelas,1164966747,1907
46241234,Theodoros Negris,1248921819,3180
46918711,Theofanis Tombras,1158045142,7671
71756523,Theophilos Kamberidis,1204621612,7760
61286084,Traianos Nallis,1247683483,2680
74148885,Vasilis Stigkas,1244105942,1728
66760719,Vassilis Rotas,1220371513,5376
46739427,Yannis Moralis (politician),1243618134,2728
62698369,Yiannis Papadimitriou,1225990254,1110
51604906,Aldana Sandoval,1016735357,4144
68554556,Anestis Vlahos,1249587277,3405
39588823,Carlos Castillo Medrano,1015536139,657
73755401,Carlos Pineda (politician),1225818991,10579
71792459,Christos Xanthopoulos-Palamas,1118204132,332
2276736,Eduardo Stein,1228343915,4100
58098910,Edwin Escobar Hill,1102909542,5545
63339569,Estuardo Galdámez,1177403953,1955
19273284,Fodé Bangoura,1242679828,1751
30716166,Francis Alexis,1242252016,3097
29080852,Harold Caballeros,1230133462,8816
75161085,Ibrahima Kaba Bah,1189714237,3757
48582222,Jafeth Cabrera,1195917199,5911
52145840,Joaquín Méndez,1188598687,4232
30131361,Jorge García Granados,1220742353,5170
67380108,José Alejandro de Aycinena,1231096508,7454
21920068,José Batres Montúfar,1222957267,5572
529119,José Francisco Barrundia,1227213476,3812
4232189,José Milla y Vidaurre,1217472460,7100
35617008,Juan José de Aycinena y Piñol,1228261278,12257
71792593,Konstantinos Zografos,1118203914,337
71974774,Leo Cato,1133912529,2517
44991874,Luis Batres Juarros,1231590847,9328
13753704,Luis Francisco Ortega Menaldo,1241053119,2160
46715423,Mahmoud Bah,1179963758,2834
24803596,Mamadou Boye Bah,1241621063,2519
45229211,Manuel Francisco Pavón Aycinena,1235527107,11218
61119999,Manuel Villacorta,1220669085,5245
64197327,Mariano Beltranena y Llano,1228325819,2833
34549767,Mariano Rivera Paz,1238485439,22600
45232013,Mariano de Aycinena y Piñol,1242284183,17496
72580431,Máximo Santa Cruz,1180481554,2665
54165363,Nikitas Venizelos,1231258246,1260
61495820,Pedro Brolo,1228345888,6179
9885226,Pedro Molina Mazariegos,1249577124,2655
38832484,Ricardo Bueso,1145140846,1927
63339019,Roberto Arzú,1228262014,4867
59707819,Roberto Molina Barreto,1244829604,9990
71763970,Spiros Zournatzis,1189128481,2831
46740375,Thierno Aliou,1025501033,6448
29804755,Achkar Marof,1172887309,2889
71204439,Aissata Mariama Soumah,1226483955,1097
24328180,Albert Liurette,1187822681,1928
11964352,Almamy Ahmadou of Timbo,1213635496,1756
30506204,Alpha Oumar Barry,1171242393,3912
71983758,Amadou Damaro Camara,1138773088,1258
70035628,Antony Beaujon,1129731289,8511
29651806,Barry III,1157234813,7803
46750296,Boubacar Yacine Diallo,1226298707,1839
71204499,Dansa Kourouma,1225689289,961
920163,Diallo Telli,1178513406,11483
46740309,Dinah Salifou,1230417967,7962
77058234,Dominique Kpoghomou,1231545434,4169
67954787,Facinet Touré,1190559256,880
31938784,Fode Mamadou Touré,1177650762,752
29769779,Fodéba Keïta,1219849021,8461
77058533,Guillaume Hawing,1231993438,6067
69206004,Ibrahima Abé Sylla,1230984048,3763
29769860,Ismaël Touré,1246469917,11148
52388108,John Carter (ambassador),1242807439,7353
68579823,Joseph Harmon,1233268491,4352
29804542,Karim Bangoura,1178323740,2016
57824660,Koutoub Moustapha Sano,1240195055,5025
