page_id,title,revision_id,page_length,article_quality_prediction
401012,Maurice Yaméogo,1203177077,76431,FA
1831147,Nai Htaw Sorn,1210083144,3838,Start
15616336,Nayden Zelenogorski,1181274805,807,Stub
17637387,Nazi Boni,1165935460,3585,Start
31871745,Nouhoun Sigue,1193864167,1384,Stub
68328990,Oscar de Glanville,1216156762,4009,Start
76471596,Ousmane Bougouma,1220964955,5227,Start
3262438,Pargui Emile Paré,1227770299,2310,Stub
289582,Saye Zerbo,1236924018,6507,Start
3262352,Toubé Clément Dakio,1139020686,1077,Stub
76438645,Yabre Juliette Kongo,1219061952,7637,Start
31680118,Zinda Kaboré,1240877157,2040,Stub
67447672,Duwa Lashi La,1250281251,11865,C
55137080,Gani Markan,1205964987,1584,Stub
66931291,Htin Linn Aung,1245373600,6293,Start
67477442,Ja Htoi Pan,1250704546,4655,Stub
18578060,Khin Kyaw Han,1036478390,1333,Stub
68479419,Khin Ma Ma Myo,1227269939,3329,Stub
31087838,Khin Maung Swe,1234386190,4504,Start
43092884,Khun San Lwin,1210189937,1573,Stub
53021145,Ko Ni,1245412082,14018,C
66932882,Kwe Te No,1207433410,3029,Stub
66913798,Kyaw Moe Tun,1203399746,16722,GA
68230960,Kyaw Ni,1197273116,2490,Stub
43015578,Kyaw Tun,1246524261,6902,C
66173064,Kyaw Zaw Oo,1227561394,15191,C
67485956,Lian Hmung Sakhong,1245373615,6309,Start
12270990,Maran Brang Seng,1239820808,4367,Start
69188782,Maw Htun Aung,1245372940,10454,C
58182818,Mya Lay Sein,1222232537,6559,Start
58329282,"Myint Swe (politician, born 1965)",1250134288,2314,Stub
66805229,Myo Yan Naung Thein,1169934161,7051,Start
56317793,Naw Ohn Hla,1245373645,7892,C
67493858,Naw Susanna Hla Hla Soe,1245373664,10008,Start
51745222,Nay Myo Wai,1065794809,3700,Start
47330782,Nay Zin Lat,1140270731,4486,Stub
58521779,Nyi Sein,1245373470,3022,Stub
48487481,Nyo Nyo Thin,1169933560,4579,Start
76127047,Pu Pa Thang,1248165000,4261,Stub
47241961,San Tun,1245372381,2946,Stub
48937786,Sao Kya Seng,1250357483,8732,C
72412769,Sao Sanda,1210083781,7081,Start
12816967,Sao Seng Suk,1210083818,1642,Stub
66872760,Sasa (politician),1245373652,12953,C
62278621,Saw Sa,1087057198,10950,C
26147714,Saya Gyi U Nu,1235897720,12212,GA
9467217,"Sein Win (politician, born 1944)",1147278693,3504,Start
35402666,Shwe Ohn,1219791322,3161,Stub
67926878,Soe Moe Hlaing,1177185207,4638,Start
55137194,Sultan Ahmed (Burmese politician),1214544169,5109,Start
55136289,Sultan Mahmud (minister),1240728343,7348,C
9863457,Thakin Kodaw Hmaing,1221126119,13672,C
12125280,Agathon Rwasa,1227287425,4889,Start
17295805,Alexis Sinduhije,1227751790,10820,GA
50040955,Ang Vong Vathana,1242000913,2668,Stub
65956921,Baganset U Thaw,1245618789,6569,C
71693220,Bun Chanmol,1229174400,11001,C
60528821,Chem Snguon,1243810904,940,Stub
46712332,Cyrille Ndayirukiye,1235862392,2491,Stub
68178616,Edouard Nduwimana,1249889245,2517,Stub
76201751,Evelyne Butoyi,1226287594,1186,Stub
64470367,Gabriel Nizigama,1193500276,1772,Stub
68690445,Gervais Nyangoma,1172072408,4264,Start
52286204,Gérard Mfuranzima,1059652996,2787,Start
68076550,Imelde Sabushimike,1243757340,3019,Start
68695700,Jean-Baptiste Ntidendereza,1176698590,9178,C
68663833,Joseph Biroli,1244607980,13725,GA
18761140,Joseph Cimpaye,1247008320,9166,C
40296975,Maung Wuntha,1192257938,4117,Start
69671736,Pierre Baranyanka,1227694880,12944,GA
43047944,Ririkumutima,1233102698,6489,Start
71468757,Révérien Ndikuriyo,1231164333,7576,Start
75523295,Samheng Boros,1217047991,5410,Start
47331201,Tan Yu Sai,987791661,3598,Stub
14332899,Taw Phaya Galay,1239004774,6460,C
67910911,Tayzar San,1227692854,4095,Start
43197025,Than Nyein,1219791544,5662,Start
47241901,Than Sein,1245372417,3292,Stub
65976454,Than Win,1245373365,5407,Start
68249082,Tharcisse Niyongabo,1218269209,1878,Stub
67638704,Thaung Tun (politician),1245373050,7165,Start
68647078,Thein Maung,1238454181,7541,Start
66611331,Thein Nyunt (politician),1234388263,8536,Start
7706564,Thet Win Aung,1170350688,4959,Start
3852927,Thirty Comrades,1242193633,15032,C
35480486,Tin Aye,1239526756,3889,Stub
68113104,Tu Hkawng,1245373670,5884,Start
67920066,Wai Moe Naing,1142166678,5186,Start
55681817,Win Ko Ko Latt,1243165916,7834,Start
48284709,Yawd Serk,1250459738,1899,Stub
57617065,Za Hlei Thang,1250853841,12635,C
55316041,Zaw Htay,1220263916,10297,C
55137257,Zura Begum,1207585856,3202,Start
420766,Ahmadou Ahidjo,1250931149,29571,FA
77052330,Charles Ateba Eyene,1234063279,7584,Start
60528895,Chhan Sokhom,1243810911,711,Stub
60532005,Chuon Saodi,1243810923,842,Stub
21422911,Daran Kravanh,1096672232,3344,Stub
76461069,Dsamou Micheline,1223788177,6571,Start
60532120,Duong Sam Ol,1250510333,1216,Stub
76460907,Haman Adama,1246435409,2363,Stub
1999882,Ieu Koeus,1234647985,3588,Start
74844026,Ith Samheng,1246668602,5492,Start
76599696,Joseph Beti Assomo,1229939964,6612,Start
41581381,Khem Veasna,1210437333,6876,C
60531889,Kou Roun,1243810993,1125,Stub
6964505,Lon Nil,1220226778,3454,Start
67310518,Mao Ayuth,1171497670,8230,C
77163245,Marie Catherine Abena,1241219287,3596,Start
60528516,Neav Sithong,1243811022,1058,Stub
60532142,Ngoun Chhay Kry,1243811027,881,Stub
28645941,Norodom Norindeth,1220843919,4439,Start
24524902,Norodom Phurissara,1243811051,5345,Start
77044223,Olivier Bilé,1243540290,2883,Stub
21659800,Oung Ouen,1079121769,1750,Stub
60531837,Phlek Chhat,1244202380,1221,Stub
60528934,Ponn Vongs Vaddey,1243811080,676,Stub
74835650,Samheng Bora,1194560189,7505,Start
59823604,Say Phouthang,1174776111,13326,C
41897981,Sisowath Youtevong,1221932398,4393,Start
60531717,So Nem,1243811102,1411,Stub
60528917,Tep Hun,1243811136,2615,Stub
60531806,Tep Phan,1059565834,915,Stub
75585070,Tep Vattho,1243808497,3888,Start
69472511,Thiounn,1178861440,27556,GA
60532077,Touch Kim,1243811146,1623,Stub
61291653,Truong Cang,1157572449,4931,Start
34191859,Tuot Saron,1171902721,3510,Start
60531966,Uch Ven,1178094497,905,Stub
60528545,Uk Vithun,1243811158,910,Stub
60532054,Ung Hong Sath,1250884183,942,Stub
57531197,Veng Sakhon,1249720857,1744,Stub
52629715,Vincent de Paul Ahanda,1249317685,1172,Stub
14299847,Yat Hwaidi,1130454039,1188,Stub
77057795,Albert Mbida,1230583945,1917,Stub
76465581,Anne Marthe Mvoto,1225861548,4317,Start
28045569,Antoine Ntsimi,1180554993,6759,C
31866320,Arouna N'Joya,1177650613,1254,Stub
52629737,Augustine Ngom Jua,1249031959,2998,Start
32069883,Bernard Muna,1108720863,4084,Start
66865758,Bernard Njonga,1098278415,3813,Stub
76460602,Clémentine Ananga Messina,1217696496,4378,Start
43053010,Dorothy L. Njeuma,1240137941,4145,Start
29289767,Edouard Nomo-Ongolo,1146536611,1606,Stub
76543435,Enanga Kebbi,1219533774,4101,Start
32133773,François Sengat-Kuo,1199699881,1896,Stub
36594388,Félix Sabal Lecco (politician),1148553193,6148,C
71268845,Félix Tonye Mbog,1226983598,5141,Start
76514827,Hermine Patricia Tomaïno Ndam Njoya,1240147077,11231,C
4226758,Honório Barreto,1249443443,4306,Start
68832898,Ibrahim Mbombo Njoya,1226331859,4326,Start
72599128,Jerôme Mvondo,1250160956,3440,Stub
64560412,John Ebong Ngole,1151361877,1586,Stub
7297143,José Manuel Gomes Andrade,1216083405,1005,Stub
76514424,Julienne Niat,1227015746,6284,Start
49270668,Kah Walla,1239668367,16873,GA
76460317,Laurentine Mbede,1240148045,5220,Start
57302207,Lawrence Fonka Shang,1041211681,1306,Stub
76460721,Lucy Gwanmesia,1221349803,4210,Start
76465863,Madeleine Tchuente,1225866384,4434,Start
31891579,Njomgang Isaac,1108440685,3003,Start
25065212,Ousmane Mey,1017007525,4572,Start
74649657,Paul Monyonge Kale,1214426931,4772,Start
25208548,Paul Pondi,1242817206,6414,C
60300459,Pedro Fernandes Lopes,1191590141,8727,C
31865874,Pierre Kotouo,1177650482,682,Stub
31866859,Pierre Ngayewang,1177650598,606,Stub
77057856,René Jam Afane,1231186334,3662,Start
25382436,Séraphin Magloire Fouda,1009662257,2261,Stub
33656204,Victor Anomah Ngu,1152439979,2834,Start
63437020,Victor Fotso,1102345166,2983,Stub
55646578,Victor Mukete,1250196607,6131,Start
76216671,Xavier Ngoubeyou,1242530072,833,Stub
76465692,Zakiatou Djamo,1235834775,3236,Stub
33422765,Abakar Sabone,1251051521,11518,C
48987907,Abbo Nassour,1144389013,11794,C
68866996,Abraão Vicente,1213485569,2608,Start
66144611,Achta Ahmat Bremé,1243871975,1397,Stub
4993817,Alphonse Kotiga,1108077983,1051,Stub
51693729,Antoine Darlan,1217196175,13948,C
31941777,Arabi El Goni,1185921742,780,Stub
43439276,Baba Laddé,1207731827,16939,C
52251523,Carlos de Vasconcelos,1216635216,4003,Start
66542246,Catherine Denguiadé,1242454262,5256,Start
54057158,Christian Georges Diguimbaye,1227146224,2276,Stub
41770761,Désiré Kolingba,1226461295,2053,Stub
49009024,Firmin Djidingar,1191501257,943,Stub
200180,François Tombalbaye,1250337903,15228,C
75938811,Gaston N'Guérékata,1239810898,14394,C
51128628,Georges Darlan,1211998269,14195,C
68874923,Gilberto Correia Carvalho Silva,1101613548,2308,Stub
38953421,Hassan Al Habib,1140307699,1239,Stub
68430366,Henri-Marie Dondra,1221994311,4007,Stub
75719884,Isabelle Kassire,1246170190,3769,Stub
77052521,Issa Doubragne,1236321102,5044,Start
76461555,Januaria Moreira,1225864918,2275,Start
73010497,Jean-Benoît Gonda,1159473113,1686,Stub
92931,Jean-Bédel Bokassa,1248397829,66478,FA
75792719,Kamougue Assoum,1195939436,3054,Stub
58772649,Karim Meckassoua,1224144854,4320,Stub
50301478,Laoukein Kourayo Médard,872513852,151,Stub
43286131,Levy Yakete,1229277170,2275,Stub
68867165,Luís Filipe Tavares,1213485215,2929,Start
77052567,Mahmoud Ali Seid,1231975933,5808,Start
66144635,Mariam Mahamat Nour,1179344861,1009,Stub
393794,Moussa Faki,1247480258,9591,C
50301550,Nadji Madou,872461806,112,Stub
6098057,Oueddei Kichidemi,1162338564,3823,Start
56933292,Paulo Rocha (Cape Verde politician),1177459663,2646,Stub
31941729,Quatre Sou Quatre,1193126229,758,Stub
69903749,Rodolphe Iddi Lala,1242127344,6027,C
49009010,Roger Djikisna,1175430342,936,Stub
50815485,Saif Durbar,1240973609,11762,C
63449812,Tahir Hamid Nguilin,1085015143,3210,Stub
77190038,Tchakpa M'brede,1246969392,3120,Start
75960245,Alberto Cooper,1246582150,2599,Stub
71086342,Alejandra Bravo Hidalgo,1210732533,9882,C
76506106,Alejandro Serani Burgos,1232887754,8583,C
69842299,Alexandra Benado,1247622508,6401,Start
75321716,Andrés Jouannet,1232904571,5864,Start
69306584,Antonio Leal Labrín,1240072329,3000,Stub
2392470,Aucán Huilcamán,1216869009,1294,Stub
75344499,Beltrán Mathieu,1240166319,11166,B
15394989,Bernhard Eunom Philippi,1237244682,4826,Start
75974057,Carlos Balmaceda Saavedra,1246583396,4833,Start
75976443,Carlos González Márquez,1241138604,2707,Stub
68425798,Checho Hirane,1232905225,2065,Stub
75321621,Daniel Manouchehri,1225804893,4682,Start
7655954,"David Henríquez (footballer, born 1977)",1241826912,6580,Start
75960073,Eugenio Cantuarias,1246582918,2584,Stub
62936405,Fernando Cordero Rusque,1246582796,1090,Stub
34244776,Germán Picó Cañas,1233081384,4811,Start
46170072,Graciela Mandujano,1246581836,5765,Start
71341319,Héctor Parra (footballer),1246581897,10517,C
75947793,Ignacio Pérez Walker,1246582371,2638,Stub
70988044,Jaime Gazmuri,1220158605,13547,C
75629359,Jorge Cauas,1216583569,874,Stub
71082256,Jose Fernandez Dubrock,1209556113,4465,Stub
68417969,Juan Egaña,1246583619,2047,Stub
68418129,Juan de Dios Correa de Saa,1246583602,1676,Stub
71378612,Liliana Jadue,1218197818,3716,Start
69898625,Luis Palacios Rossini,1240166225,2997,Stub
65695934,Manuel Ossa Ruiz,1197442605,3464,Start
71025373,María Silvia Correa Marín,1233099485,4569,Start
75795012,Miguel Otero Lathrop,1246581884,3808,Stub
43084632,Pedro Nolasco Cruz Vergara,1236685196,6857,C
75976308,Ricardo Hormazábal,1241145426,3759,Stub
72875099,Rodrigo Mundaca,1234717906,2806,Stub
75976175,Rolando Calderón,1241145448,2671,Stub
49341893,Saadie Goukouni Weddeye,1235451008,3655,Start
75947620,Sergio Fernández Fernández,1246582974,4078,Stub
522469,Sergio Ortega (composer),1224512179,9950,C
75947701,Sergio Páez Verdugo,1233100674,2934,Stub
34244975,Tancredo Pinochet,1246581910,3207,Start
68411798,Álvaro Covarrubias,1246583605,5420,Start
70987747,Ángel Flisfisch,1238013543,4836,Start
73944817,Cao Lihuai,1240382229,8062,C
69844330,Carlos Mario Álvarez,1245234693,2230,Stub
155375,Chris Watson,1245997885,43590,FA
77354537,Claudio Reyes,1246584115,11491,C
76628721,Claudio Vicuña Subercaseaux,1240166459,7381,B
75957865,Francisco Prat Alemparte,1246582387,2695,Stub
72106591,Fu Wenhua,1240083184,4347,Start
72133624,Gu Shu,1222977958,5558,Start
72049460,Hang Yihong,1117001263,3578,Stub
72950033,Hao Hongjun,1182205038,5862,C
75957673,Hernán Vodanovic,1241138610,2445,Stub
76338367,Hoi Lai Fong,1222254128,2940,Stub
72646293,Hu Fuming,1230177446,4919,Stub
68167306,Iván Darío Agudelo,1245229754,4372,Start
18679293,Jaime Pizarro,1246276668,12384,C
71082507,Jennifer Rojas,1245058533,3431,Start
72949865,Jiao Xiaoping,1250403358,5839,Start
59174815,José Manuel Restrepo Abondano,1240223372,9645,Start
68418089,Juan de Dios Vial del Río,1246583715,2167,Stub
76939400,Lin Shengzhong,1229515337,4557,Start
54904572,Loreto Silva,1235451028,3575,Start
70959346,Lu Feng (politician),1183319623,2582,Stub
68418264,Manuel Antonio Tocornal,1246583701,1812,Stub
75947506,Mario Ríos Santander,1246582411,4072,Stub
67623068,Miguel Schweitzer Walters,1233099801,5682,Start
75917312,Pablo Prieto,1246582394,3451,Stub
36650990,Patricio Rey Sommer,1226080617,1713,Stub
33147279,Rafael Francisco Amador Campos,1246254621,4491,Stub
42703150,Ramón Vega Hidalgo,1193587402,2364,Stub
66779450,Roberto Poblete,1246286451,8488,Start
73945522,Roberto Thieme,1247033778,8699,Start
33334075,Sergio Zarzar Andonie,1037723664,2475,Start
75292368,Shi Ping (politician),1247579845,6092,Start
76243973,Valentina Quiroga,1230256788,4379,Start
72113960,Wang Liyan,1243521667,4092,Start
71858987,"Wang Wei (politician, born 1974)",1112864760,2128,Stub
72113942,Wang Yonghong,1234882199,3947,Start
76330508,Wei Wenhui,1213106474,3519,Stub
68162798,Yahir Acuña,1245229750,2540,Stub
71627579,Zhang Lin (general),1243512125,5154,Stub
74767569,Alejandro Corrales Escobar,1177713760,3925,Stub
42213841,Alfonso Dávila Ortiz,1170558228,11577,C
68169725,Alfredo Cuello Baute,1245229857,6845,Start
72937270,Ana María Castañeda,1246254674,6032,Start
58021769,Augusto Ibáñez Guzmán,1184527110,6896,Start
68347931,Bernardo Guerra Serna,1250271191,1164,Stub
74053306,Carlos Fernando Galán,1245229831,11598,C
56592291,Carlos Mauro Hoyos,1248682870,12236,C
74053461,Claudio Galán Pachón,1245229882,3178,Stub
36845713,Daniel García-Peña,1245233082,3874,Start
67406554,Eduardo Enríquez Maya,1245233259,2613,Stub
73984553,Eduardo Wiesner Durán,1245236200,4372,Start
53298766,Enrique Gil Botero,1245233277,16998,GA
35839661,Fernando Londoño,1246255201,10314,Start
34969516,Francisco José Lloreda Mera,1246254788,16287,C
68155591,Germán Blanco Álvarez,1245229792,4022,Start
39824418,Gilma Jiménez,1069225684,730,Stub
65176243,Gloria María Borrero,1245229806,1042,Stub
68431387,Guillermo González (politician),1245234381,3062,Stub
66799376,Iván Cepeda,1245233092,7257,Start
52738991,Jorge Eduardo Londoño,1245235971,2199,Stub
74790995,"Jorge Miguel Lozano, Marquis of San Jorge",1236266474,6733,Start
62502289,José Eusebio Caro,1216025693,1848,Stub
33234971,Juan Carlos Esguerra Portocarrero,1246255193,4158,Stub
50581484,Juan García del Río,1240176611,2796,Stub
73989449,Juan José Chaux Mosquera,1245229841,4708,Start
39992268,Julio Arboleda Pombo,1245236501,2539,Start
8755364,Justo Arosemena Quesada,1215952443,6001,Start
75184287,Lucy Inés García,1245229888,2947,Stub
43251844,Luis Eduardo Díaz Granados,1245235873,1717,Stub
57721223,Manuel José Bonnet,1145659050,3929,Start
52689501,Maria Claudia Lacouture,1199118382,6360,Start
43252134,Miguel Amín Escaf,1230172715,1767,Stub
61822519,Olga Duque de Ospina,1245229862,3536,Stub
66223188,Roberto Junguito,1240223425,984,Stub
35547187,Rodrigo Hernán Lloreda Caicedo,1246254780,8062,Start
10069604,Rodrigo Lara,1250547066,11043,C
55214652,Vicky Colbert,1246254698,4732,C
77539062,Wilson Borja,1245233085,2449,Stub
52689651,Yaneth Giha Tovar,1245236372,3074,Stub
51488965,Antonio Ordóñez Plaja,1173626216,2684,Stub
70910588,Antonio Roldán Betancur,1221854205,3085,Start
29404617,Carlos Eduardo Medellín Becerra,1245235975,11196,C
11039456,Carlos Pizarro Leongómez,1249030421,15007,C
69569611,Chamina Ben Mohamed,1247354060,2427,Stub
2168423,Ciro Luis Urriola,1228551844,3159,Start
74667094,Cristóbal de Vergara Azcárate,1245235067,3237,Start
61050124,Daniel Quintero,1245235291,13809,C
52739130,David Luna Sánchez,1222201469,3660,Stub
54502555,Eduardo Valencia Ospina,1246254972,9058,Start
52738845,Elsa Noguera,1246254840,2612,Stub
37037010,Enrique Parejo González,1245235981,964,Stub
74767611,Ernesto Macías Tovar,1213699898,7341,Start
77870909,Estanislao Vergara y Sanz de Santamaría,1245706441,79,Stub
69582805,Fernando Ospina Hernández,1245233340,2246,Stub
64106216,Germán Montoya Vélez,1028093034,241,Stub
37327693,Ibrahim Aboubacar,1243241622,5251,Start
53611841,Iván Marulanda,1185742882,5364,Start
52693267,Jorge Enrique Robledo,1220326566,6254,Start
35617133,José María Vergara y Vergara,1245233403,9064,C
51633862,Juan Camilo Quintero,1015926064,2371,Stub
62814497,Juan José Reyes-Patria Escobar,1227553742,8573,C
68589753,Juana de J. Sarmiento,1245238707,2866,Start
71168655,Lorenzo Muelas,1164689541,4253,Start
52689061,Luis Carlos Villegas Echeverri,1240167842,2186,Stub
43216370,Luis Villar Borda,1245234958,1943,Stub
52978580,Manuel María Ramírez Fortoul,1216456187,3319,Start
75492665,Mariano Arosemena,1245235175,2645,Stub
1098893,Mohamed Bacar,1247355339,15489,C
52785664,Moustadroine Abdou,1249127568,2614,Stub
64039766,Mouzawar Abdallah,1245477212,3414,Start
67210995,Narciso Matus Torres,1245236941,2232,Stub
45201451,Oscar Terán (lawyer),1161329015,1189,Stub
2168432,Ramón Maximiliano Valdés,1161329073,2168,Stub
76885478,Ricardo Cobo,1244437288,1110,Stub
73984034,Roberto Camacho Weberberg,1245232426,3471,Start
5501944,Saïd Ibrahim Ben Ali,1246290098,5509,Start
18953902,Saïd Mohamed Cheikh,1221994066,2745,Start
76654533,Sixta Pontón de Santander,1247090171,3739,Stub
66761849,Ángela Robledo,1246255224,9115,Start
52785681,Abdallah Said Sarouma,1043132737,1502,Stub
3585691,Abdou Soulé Elbak,1247353598,1276,Stub
6530656,Ahmed Ben Said Djaffar,1190414185,1110,Stub
33301803,Albert Fourvelle,826516065,1735,Stub
33301941,André Kerhervé,1152185896,1445,Stub
1556095,André Matsoua,1247163377,5649,Start
23453466,Bonaventure Mizidy,976591922,1425,Stub
69569831,Dawiat Mohamed,1226333799,1331,Stub
72243265,Dhoihir Dhoulkamal,1196223038,1599,Stub
52785650,Djaffar Ahmed Said,1236977988,5379,Stub
29418408,Fahmi Said Ibrahim,1159714281,999,Stub
26214004,Ferdinand Mbahou,1227758610,3982,Start
32789417,Fidèle Dimou,1135246225,3940,Start
71873297,Fouad Mohadji,1136343767,1711,Stub
17640111,Frédéric Bintsamou,1248517558,2938,Start
32999896,Gabriel Entcha-Ebia,1246821116,8016,Start
37014805,Gabriel Valère Eteka Yemet,1146697785,4613,Start
31920300,Gaston Feuillard,1186382326,973,Stub
33311574,Gustave Aba-Gandzion,1124446209,1610,Stub
77302669,Idi Nadhoim,1247384439,2093,Stub
33495513,Jean-Jacques Bouya,1246299510,9143,C
68265005,Jean-Pierre Makouta-Mboukou,1156202898,8797,C
16837066,Jean Malonga,1177650547,1464,Stub
28702868,Joseph Badiabio,1154376625,4720,Start
30554164,Joseph Hondjuila Miokono,1146540238,5612,Start
32443595,Justin Mikolo-Kinzonzi,1146540347,5467,Start
33322924,Léon Angor,1242492711,3182,Start
75293551,Modeste Boukadia,1234167840,11072,C
71934958,Mohamed Ali Soilihi,1136366247,4304,Start
31919780,Mohamed Dahalani,1175970303,1468,Stub
18256690,Moussa Toybou,1247355431,1522,Stub
28826126,Pascal Gamassa,1223558585,9436,C
68260653,Paulin Makaya,1112682469,12230,C
31871816,Pierre Goura,1177650425,5041,Start
31370455,Pierre Mabiala,1146545045,16696,C
65444369,Said Ali Kemal,1054672013,7117,Start
49271412,Siti Kassim,1131245612,4464,Start
55709520,Sittou Raghadat Mohamed,1197939649,4906,Start
73017625,Zely Pierre Inzoungou-Massanga,1141825144,2547,Stub
32714687,Émile Mokoko Wongolo,1221206415,2683,Start
33216486,Abel Thauley-Ganga,1127419766,1410,Stub
69265804,Albert-Joseph Kasongo Wa Kapinga,1249521619,11975,GA
66604677,Angèle Makombo,1188621879,3399,Stub
55718639,Arlette Soudan-Nonault,1221600122,3769,Start
5101295,Banyingela Kasonga,1112278142,2829,Start
40474246,Bertrand Bisimwa,1209006607,4833,Start
50258652,Clovis Kabongo Malemba,1156020993,863,Stub
14668751,Célestin Cibalonza Byaterana,1053664162,1606,Stub
70685363,Daniel Aselo,1161287091,990,Stub
29239452,Delphin Kyubwa,1053664236,1332,Stub
30369901,Denis-Christel Sassou Nguesso,1235566637,15737,C
30237115,Emmanuel Dungia,1246747483,15063,C
1692030,Eric Lenge,1244086359,3053,Start
68411761,Faustin Luanga,1233422388,7696,C
52301247,Ferdinand Essandja,1176623737,2345,Stub
76268056,Floribert Anzuluni,1212136112,5851,Start
44654796,Franck Mwe di Malila,1221364267,11098,C
33962926,François Nicéphore Kakese,1053664863,1472,Stub
68556791,Gabriel Kyungu,1211274287,5906,Start
6205337,Guy-Patrice Lumumba,1147505613,2081,Stub
63820061,Jacques Kazadi,1176430546,4687,Start
76399375,Jean-Claude Baende,1240112055,5664,Start
28214846,Jean-Dominique Okemba,1146539782,8490,C
68862603,Jean-Marie Mokoko,1209020061,24622,C
66087561,Jean-Pierre Lola Kisanga,1249285899,2749,Stub
1981142,Jean Collins Musonda Kalusambo,1053665874,859,Stub
23607837,Jean Félix Demba Telo,1106155664,2659,Stub
62680823,Kalenga Riziki Lwango II,1175866265,3237,Start
64168273,Lugi Gizenga,1180021058,3998,Start
420869,Léon Kengo wa Dondo,1237115839,11835,C
70329727,Martin Parfait Aimé Coussoud-Mavoungou,1178358315,4592,Start
59327590,Norman Kamosi,1158543582,1936,Stub
52847177,Odilon Kafitwe wa pa Bowa,1063619600,2294,Stub
6754858,Oscar Kashala,1207022384,31137,GA
60768214,Pierre Honoré Kazadi Lukonda Ngube-Ngube,1002487446,1755,Stub
40075134,René-Dambert Ndouane,1146545877,11568,C
1668148,Robert Kidiaba,1248824563,6995,Start
60603927,Seth Kikuni,1243865684,3150,Stub
37705926,Sultani Makenga,1245170396,7879,C
72249864,Tharcisse Kasongo Mwema Yamba-Yamba,1178367789,5464,Start
60768252,Alain Daniel Shekomba,1169619132,1870,Stub
18693051,Alejandro Alvarado García,1003975565,1051,Stub
59919812,Anne Mbusu,1125303194,2710,Start
59467799,Antonio Saldaña,1222311219,3848,Start
18693437,Aquileo J. Echeverría,1238913567,2841,Start
70697033,Armando Aráuz Aguilar,1222118361,3001,Stub
59467229,Birche,1144900728,2624,Stub
61385979,Correque,1247058625,3786,Start
37736749,Daniel Mukoko Samba,1230882624,4050,Start
69254500,Didier Mumengi,1207925066,11061,C
61385930,El Guarco,1222311350,2498,Start
58243004,Emery Wafwana,1092371503,5509,Start
31880051,Emile Mota,1221204219,5043,Start
18693284,Florencio del Castillo,1208171356,5510,Start
18693022,Florentino Alfaro Zamora,1220759536,1400,Stub
68387332,Jean-Claude Kazembe Musonda,1249280194,2797,Stub
37740962,Jean-Marie Runiga,1194658548,2824,Start
51411656,Josué Alex Mukendi,1158533179,1018,Stub
18693343,José Joaquín Chaverri Sievert,956297870,1220,Stub
18693976,José Miguel Corrales Bolaños,1106097216,2980,Stub
18693998,Juan José de Bonilla y Herdocia,1226616767,490,Stub
42740104,Jules Mutebutsi,1220065911,4575,Start
53837420,Kasongo Munganga,1221395785,10773,C
6114919,Koloso Sumaili,1053666295,862,Stub
21234674,Laurent Nkunda,1247976741,19407,C
64967552,Marvin Calvo Montoya,1162646713,2636,Stub
31025705,Medard Mulangala,1247424323,16187,C
18693164,Miguel de Bonilla y Laya-Bolívar,1208170811,3216,Start
75105933,Muanda Nsemi,1244131957,8473,Start
2134026,Munga Mibindo,1058408130,1204,Stub
51552503,Noël K. Tshiani Muadiamvita,1226227200,28057,C
69819728,Paola Vega Castillo,1225809426,3566,Stub
41504356,Paul-Joseph Mukungubila,1234382434,11609,C
18693313,Ramón Castro y Ramírez,1225486364,528,Stub
18693298,Ricardo Castro Beeche,1227663151,2371,Stub
70493571,Stephan Brunner,1222276569,3823,Stub
69829237,Teodoro Willink Castro,1225813983,3840,Stub
18694536,Tranquilino de Bonilla y Herdocia,1225144299,1413,Stub
70708867,Victor Promontorio,1087110784,7745,Start
76160118,Yolande Ebongo Osongo,1226028337,1664,Stub
70696866,Alberto Fait Lizano,1222118382,1967,Stub
67167521,Bernal Jiménez Monge,1222116000,2049,Stub
70505503,Carlos Ricardo Benavides Jiménez,1101826814,3652,Stub
64640381,Carmen Quesada Santamaría,1241998103,3250,Stub
18693371,Cipriano Pérez y Arias,1227718585,1371,Stub
18694389,Eusebio Prieto y Ruiz,1221750109,522,Stub
73894604,Fernando Guzmán Mata,1222118321,2566,Stub
18694247,Félix Arcadio Montero Monge,1220914008,682,Stub
18693823,Gerardo Guzmán Quirós,1238913592,1591,Stub
18693767,Gerardo Gómez Ramírez,1192619706,490,Stub
68653288,Gregorio José Ramírez,1242282892,4916,Start
8391564,Joaquín Gutiérrez,1247069935,17404,C
18693888,Joaquín de Iglesias Vidamartel,1143751403,837,Stub
58823015,Joaquín de Oreamuno,1233508565,11674,GA
18694277,José Joaquín Mora Porras,1220914322,1148,Stub
59404135,José María Soto Alfaro,1163807639,2456,Start
59660977,José María de Peralta,1232063930,3412,Start
73878262,José Miguel Alfaro Rodríguez,1159361259,2595,Stub
18694396,José Pablo Quirós Quirós,1250676686,402,Stub
18694098,Juan de los Santos Madriz y Cervantes,1166323385,2579,Stub
61385688,King Garabito,1196861935,3064,Start
18694344,Manuel María de Peralta y Alfaro,1221588507,6082,Start
18694124,Manuel María de Peralta y López del Corral,1221588551,634,Stub
18694146,Marco Vinicio Vargas Pereira,956297827,1092,Stub
70490999,Mary Munive,1187967160,2610,Stub
51087813,María Teresa Obregón Zamora,1248921822,12163,C
