page_id,title,revision_id,article_quality_prediction,country,population,region
71468757.0,Révérien Ndikuriyo,1231164333.0,Start,Burundi,13.2,EASTERN AFRICA
68249082.0,Tharcisse Niyongabo,1218269209.0,Stub,Burundi,13.2,EASTERN AFRICA
50040955.0,Ang Vong Vathana,1242000913.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
71693220.0,Bun Chanmol,1229174400.0,C,Cambodia,17.0,SOUTHEAST ASIA
60528821.0,Chem Snguon,1243810904.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
75523295.0,Samheng Boros,1217047991.0,Start,Cambodia,17.0,SOUTHEAST ASIA
60528895.0,Chhan Sokhom,1243810911.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
60532005.0,Chuon Saodi,1243810923.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
21422911.0,Daran Kravanh,1096672232.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
60532120.0,Duong Sam Ol,1250510333.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
1999882.0,Ieu Koeus,1234647985.0,Start,Cambodia,17.0,SOUTHEAST ASIA
74844026.0,Ith Samheng,1246668602.0,Start,Cambodia,17.0,SOUTHEAST ASIA
41581381.0,Khem Veasna,1210437333.0,C,Cambodia,17.0,SOUTHEAST ASIA
60531889.0,Kou Roun,1243810993.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
6964505.0,Lon Nil,1220226778.0,Start,Cambodia,17.0,SOUTHEAST ASIA
67310518.0,Mao Ayuth,1171497670.0,C,Cambodia,17.0,SOUTHEAST ASIA
60528516.0,Neav Sithong,1243811022.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
60532142.0,Ngoun Chhay Kry,1243811027.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
28645941.0,Norodom Norindeth,1220843919.0,Start,Cambodia,17.0,SOUTHEAST ASIA
24524902.0,Norodom Phurissara,1243811051.0,Start,Cambodia,17.0,SOUTHEAST ASIA
21659800.0,Oung Ouen,1079121769.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
60531837.0,Phlek Chhat,1244202380.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
60528934.0,Ponn Vongs Vaddey,1243811080.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
74835650.0,Samheng Bora,1194560189.0,Start,Cambodia,17.0,SOUTHEAST ASIA
59823604.0,Say Phouthang,1174776111.0,C,Cambodia,17.0,SOUTHEAST ASIA
41897981.0,Sisowath Youtevong,1221932398.0,Start,Cambodia,17.0,SOUTHEAST ASIA
60531717.0,So Nem,1243811102.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
60528917.0,Tep Hun,1243811136.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
60531806.0,Tep Phan,1059565834.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
75585070.0,Tep Vattho,1243808497.0,Start,Cambodia,17.0,SOUTHEAST ASIA
69472511.0,Thiounn,1178861440.0,GA,Cambodia,17.0,SOUTHEAST ASIA
60532077.0,Touch Kim,1243811146.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
61291653.0,Truong Cang,1157572449.0,Start,Cambodia,17.0,SOUTHEAST ASIA
34191859.0,Tuot Saron,1171902721.0,Start,Cambodia,17.0,SOUTHEAST ASIA
60531966.0,Uch Ven,1178094497.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
60528545.0,Uk Vithun,1243811158.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
60532054.0,Ung Hong Sath,1250884183.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
57531197.0,Veng Sakhon,1249720857.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
14299847.0,Yat Hwaidi,1130454039.0,Stub,Cambodia,17.0,SOUTHEAST ASIA
420766.0,Ahmadou Ahidjo,1250931149.0,FA,Cameroon,28.1,MIDDLE AFRICA
77052330.0,Charles Ateba Eyene,1234063279.0,Start,Cameroon,28.1,MIDDLE AFRICA
76461069.0,Dsamou Micheline,1223788177.0,Start,Cameroon,28.1,MIDDLE AFRICA
76460907.0,Haman Adama,1246435409.0,Stub,Cameroon,28.1,MIDDLE AFRICA
76599696.0,Joseph Beti Assomo,1229939964.0,Start,Cameroon,28.1,MIDDLE AFRICA
77163245.0,Marie Catherine Abena,1241219287.0,Start,Cameroon,28.1,MIDDLE AFRICA
77044223.0,Olivier Bilé,1243540290.0,Stub,Cameroon,28.1,MIDDLE AFRICA
52629715.0,Vincent de Paul Ahanda,1249317685.0,Stub,Cameroon,28.1,MIDDLE AFRICA
77057795.0,Albert Mbida,1230583945.0,Stub,Cameroon,28.1,MIDDLE AFRICA
76465581.0,Anne Marthe Mvoto,1225861548.0,Start,Cameroon,28.1,MIDDLE AFRICA
28045569.0,Antoine Ntsimi,1180554993.0,C,Cameroon,28.1,MIDDLE AFRICA
31866320.0,Arouna N'Joya,1177650613.0,Stub,Cameroon,28.1,MIDDLE AFRICA
52629737.0,Augustine Ngom Jua,1249031959.0,Start,Cameroon,28.1,MIDDLE AFRICA
32069883.0,Bernard Muna,1108720863.0,Start,Cameroon,28.1,MIDDLE AFRICA
66865758.0,Bernard Njonga,1098278415.0,Stub,Cameroon,28.1,MIDDLE AFRICA
76460602.0,Clémentine Ananga Messina,1217696496.0,Start,Cameroon,28.1,MIDDLE AFRICA
43053010.0,Dorothy L. Njeuma,1240137941.0,Start,Cameroon,28.1,MIDDLE AFRICA
29289767.0,Edouard Nomo-Ongolo,1146536611.0,Stub,Cameroon,28.1,MIDDLE AFRICA
76543435.0,Enanga Kebbi,1219533774.0,Start,Cameroon,28.1,MIDDLE AFRICA
32133773.0,François Sengat-Kuo,1199699881.0,Stub,Cameroon,28.1,MIDDLE AFRICA
36594388.0,Félix Sabal Lecco (politician),1148553193.0,C,Cameroon,28.1,MIDDLE AFRICA
71268845.0,Félix Tonye Mbog,1226983598.0,Start,Cameroon,28.1,MIDDLE AFRICA
76514827.0,Hermine Patricia Tomaïno Ndam Njoya,1240147077.0,C,Cameroon,28.1,MIDDLE AFRICA
68832898.0,Ibrahim Mbombo Njoya,1226331859.0,Start,Cameroon,28.1,MIDDLE AFRICA
72599128.0,Jerôme Mvondo,1250160956.0,Stub,Cameroon,28.1,MIDDLE AFRICA
64560412.0,John Ebong Ngole,1151361877.0,Stub,Cameroon,28.1,MIDDLE AFRICA
76514424.0,Julienne Niat,1227015746.0,Start,Cameroon,28.1,MIDDLE AFRICA
49270668.0,Kah Walla,1239668367.0,GA,Cameroon,28.1,MIDDLE AFRICA
76460317.0,Laurentine Mbede,1240148045.0,Start,Cameroon,28.1,MIDDLE AFRICA
57302207.0,Lawrence Fonka Shang,1041211681.0,Stub,Cameroon,28.1,MIDDLE AFRICA
76460721.0,Lucy Gwanmesia,1221349803.0,Start,Cameroon,28.1,MIDDLE AFRICA
76465863.0,Madeleine Tchuente,1225866384.0,Start,Cameroon,28.1,MIDDLE AFRICA
31891579.0,Njomgang Isaac,1108440685.0,Start,Cameroon,28.1,MIDDLE AFRICA
25065212.0,Ousmane Mey,1017007525.0,Start,Cameroon,28.1,MIDDLE AFRICA
74649657.0,Paul Monyonge Kale,1214426931.0,Start,Cameroon,28.1,MIDDLE AFRICA
25208548.0,Paul Pondi,1242817206.0,C,Cameroon,28.1,MIDDLE AFRICA
31865874.0,Pierre Kotouo,1177650482.0,Stub,Cameroon,28.1,MIDDLE AFRICA
31866859.0,Pierre Ngayewang,1177650598.0,Stub,Cameroon,28.1,MIDDLE AFRICA
77057856.0,René Jam Afane,1231186334.0,Start,Cameroon,28.1,MIDDLE AFRICA
25382436.0,Séraphin Magloire Fouda,1009662257.0,Stub,Cameroon,28.1,MIDDLE AFRICA
33656204.0,Victor Anomah Ngu,1152439979.0,Start,Cameroon,28.1,MIDDLE AFRICA
63437020.0,Victor Fotso,1102345166.0,Stub,Cameroon,28.1,MIDDLE AFRICA
55646578.0,Victor Mukete,1250196607.0,Start,Cameroon,28.1,MIDDLE AFRICA
76216671.0,Xavier Ngoubeyou,1242530072.0,Stub,Cameroon,28.1,MIDDLE AFRICA
76465692.0,Zakiatou Djamo,1235834775.0,Stub,Cameroon,28.1,MIDDLE AFRICA
4226758.0,Honório Barreto,1249443443.0,Start,Cape Verde,0.6,WESTERN AFRICA
7297143.0,José Manuel Gomes Andrade,1216083405.0,Stub,Cape Verde,0.6,WESTERN AFRICA
60300459.0,Pedro Fernandes Lopes,1191590141.0,C,Cape Verde,0.6,WESTERN AFRICA
68866996.0,Abraão Vicente,1213485569.0,Start,Cape Verde,0.6,WESTERN AFRICA
52251523.0,Carlos de Vasconcelos,1216635216.0,Start,Cape Verde,0.6,WESTERN AFRICA
68874923.0,Gilberto Correia Carvalho Silva,1101613548.0,Stub,Cape Verde,0.6,WESTERN AFRICA
76461555.0,Januaria Moreira,1225864918.0,Start,Cape Verde,0.6,WESTERN AFRICA
68867165.0,Luís Filipe Tavares,1213485215.0,Start,Cape Verde,0.6,WESTERN AFRICA
56933292.0,Paulo Rocha (Cape Verde politician),1177459663.0,Stub,Cape Verde,0.6,WESTERN AFRICA
33422765.0,Abakar Sabone,1251051521.0,C,Central African Republic,6.2,MIDDLE AFRICA
51693729.0,Antoine Darlan,1217196175.0,C,Central African Republic,6.2,MIDDLE AFRICA
66542246.0,Catherine Denguiadé,1242454262.0,Start,Central African Republic,6.2,MIDDLE AFRICA
41770761.0,Désiré Kolingba,1226461295.0,Stub,Central African Republic,6.2,MIDDLE AFRICA
75938811.0,Gaston N'Guérékata,1239810898.0,C,Central African Republic,6.2,MIDDLE AFRICA
51128628.0,Georges Darlan,1211998269.0,C,Central African Republic,6.2,MIDDLE AFRICA
38953421.0,Hassan Al Habib,1140307699.0,Stub,Central African Republic,6.2,MIDDLE AFRICA
68430366.0,Henri-Marie Dondra,1221994311.0,Stub,Central African Republic,6.2,MIDDLE AFRICA
73010497.0,Jean-Benoît Gonda,1159473113.0,Stub,Central African Republic,6.2,MIDDLE AFRICA
92931.0,Jean-Bédel Bokassa,1248397829.0,FA,Central African Republic,6.2,MIDDLE AFRICA
58772649.0,Karim Meckassoua,1224144854.0,Stub,Central African Republic,6.2,MIDDLE AFRICA
43286131.0,Levy Yakete,1229277170.0,Stub,Central African Republic,6.2,MIDDLE AFRICA
69903749.0,Rodolphe Iddi Lala,1242127344.0,C,Central African Republic,6.2,MIDDLE AFRICA
50815485.0,Saif Durbar,1240973609.0,C,Central African Republic,6.2,MIDDLE AFRICA
77190038.0,Tchakpa M'brede,1246969392.0,Start,Central African Republic,6.2,MIDDLE AFRICA
48987907.0,Abbo Nassour,1144389013.0,C,Chad,18.3,MIDDLE AFRICA
66144611.0,Achta Ahmat Bremé,1243871975.0,Stub,Chad,18.3,MIDDLE AFRICA
4993817.0,Alphonse Kotiga,1108077983.0,Stub,Chad,18.3,MIDDLE AFRICA
31941777.0,Arabi El Goni,1185921742.0,Stub,Chad,18.3,MIDDLE AFRICA
43439276.0,Baba Laddé,1207731827.0,C,Chad,18.3,MIDDLE AFRICA
54057158.0,Christian Georges Diguimbaye,1227146224.0,Stub,Chad,18.3,MIDDLE AFRICA
49009024.0,Firmin Djidingar,1191501257.0,Stub,Chad,18.3,MIDDLE AFRICA
200180.0,François Tombalbaye,1250337903.0,C,Chad,18.3,MIDDLE AFRICA
75719884.0,Isabelle Kassire,1246170190.0,Stub,Chad,18.3,MIDDLE AFRICA
77052521.0,Issa Doubragne,1236321102.0,Start,Chad,18.3,MIDDLE AFRICA
75792719.0,Kamougue Assoum,1195939436.0,Stub,Chad,18.3,MIDDLE AFRICA
50301478.0,Laoukein Kourayo Médard,872513852.0,Stub,Chad,18.3,MIDDLE AFRICA
77052567.0,Mahmoud Ali Seid,1231975933.0,Start,Chad,18.3,MIDDLE AFRICA
66144635.0,Mariam Mahamat Nour,1179344861.0,Stub,Chad,18.3,MIDDLE AFRICA
393794.0,Moussa Faki,1247480258.0,C,Chad,18.3,MIDDLE AFRICA
50301550.0,Nadji Madou,872461806.0,Stub,Chad,18.3,MIDDLE AFRICA
6098057.0,Oueddei Kichidemi,1162338564.0,Start,Chad,18.3,MIDDLE AFRICA
31941729.0,Quatre Sou Quatre,1193126229.0,Stub,Chad,18.3,MIDDLE AFRICA
49009010.0,Roger Djikisna,1175430342.0,Stub,Chad,18.3,MIDDLE AFRICA
63449812.0,Tahir Hamid Nguilin,1085015143.0,Stub,Chad,18.3,MIDDLE AFRICA
49341893.0,Saadie Goukouni Weddeye,1235451008.0,Start,Chad,18.3,MIDDLE AFRICA
75960245.0,Alberto Cooper,1246582150.0,Stub,Chile,20.0,SOUTH AMERICA
71086342.0,Alejandra Bravo Hidalgo,1210732533.0,C,Chile,20.0,SOUTH AMERICA
76506106.0,Alejandro Serani Burgos,1232887754.0,C,Chile,20.0,SOUTH AMERICA
69842299.0,Alexandra Benado,1247622508.0,Start,Chile,20.0,SOUTH AMERICA
75321716.0,Andrés Jouannet,1232904571.0,Start,Chile,20.0,SOUTH AMERICA
69306584.0,Antonio Leal Labrín,1240072329.0,Stub,Chile,20.0,SOUTH AMERICA
2392470.0,Aucán Huilcamán,1216869009.0,Stub,Chile,20.0,SOUTH AMERICA
75344499.0,Beltrán Mathieu,1240166319.0,B,Chile,20.0,SOUTH AMERICA
15394989.0,Bernhard Eunom Philippi,1237244682.0,Start,Chile,20.0,SOUTH AMERICA
75974057.0,Carlos Balmaceda Saavedra,1246583396.0,Start,Chile,20.0,SOUTH AMERICA
75976443.0,Carlos González Márquez,1241138604.0,Stub,Chile,20.0,SOUTH AMERICA
68425798.0,Checho Hirane,1232905225.0,Stub,Chile,20.0,SOUTH AMERICA
75321621.0,Daniel Manouchehri,1225804893.0,Start,Chile,20.0,SOUTH AMERICA
7655954.0,"David Henríquez (footballer, born 1977)",1241826912.0,Start,Chile,20.0,SOUTH AMERICA
75960073.0,Eugenio Cantuarias,1246582918.0,Stub,Chile,20.0,SOUTH AMERICA
62936405.0,Fernando Cordero Rusque,1246582796.0,Stub,Chile,20.0,SOUTH AMERICA
34244776.0,Germán Picó Cañas,1233081384.0,Start,Chile,20.0,SOUTH AMERICA
46170072.0,Graciela Mandujano,1246581836.0,Start,Chile,20.0,SOUTH AMERICA
71341319.0,Héctor Parra (footballer),1246581897.0,C,Chile,20.0,SOUTH AMERICA
75947793.0,Ignacio Pérez Walker,1246582371.0,Stub,Chile,20.0,SOUTH AMERICA
70988044.0,Jaime Gazmuri,1220158605.0,C,Chile,20.0,SOUTH AMERICA
75629359.0,Jorge Cauas,1216583569.0,Stub,Chile,20.0,SOUTH AMERICA
71082256.0,Jose Fernandez Dubrock,1209556113.0,Stub,Chile,20.0,SOUTH AMERICA
68417969.0,Juan Egaña,1246583619.0,Stub,Chile,20.0,SOUTH AMERICA
68418129.0,Juan de Dios Correa de Saa,1246583602.0,Stub,Chile,20.0,SOUTH AMERICA
71378612.0,Liliana Jadue,1218197818.0,Start,Chile,20.0,SOUTH AMERICA
69898625.0,Luis Palacios Rossini,1240166225.0,Stub,Chile,20.0,SOUTH AMERICA
65695934.0,Manuel Ossa Ruiz,1197442605.0,Start,Chile,20.0,SOUTH AMERICA
71025373.0,María Silvia Correa Marín,1233099485.0,Start,Chile,20.0,SOUTH AMERICA
75795012.0,Miguel Otero Lathrop,1246581884.0,Stub,Chile,20.0,SOUTH AMERICA
43084632.0,Pedro Nolasco Cruz Vergara,1236685196.0,C,Chile,20.0,SOUTH AMERICA
75976308.0,Ricardo Hormazábal,1241145426.0,Stub,Chile,20.0,SOUTH AMERICA
72875099.0,Rodrigo Mundaca,1234717906.0,Stub,Chile,20.0,SOUTH AMERICA
75976175.0,Rolando Calderón,1241145448.0,Stub,Chile,20.0,SOUTH AMERICA
75947620.0,Sergio Fernández Fernández,1246582974.0,Stub,Chile,20.0,SOUTH AMERICA
522469.0,Sergio Ortega (composer),1224512179.0,C,Chile,20.0,SOUTH AMERICA
75947701.0,Sergio Páez Verdugo,1233100674.0,Stub,Chile,20.0,SOUTH AMERICA
34244975.0,Tancredo Pinochet,1246581910.0,Start,Chile,20.0,SOUTH AMERICA
68411798.0,Álvaro Covarrubias,1246583605.0,Start,Chile,20.0,SOUTH AMERICA
70987747.0,Ángel Flisfisch,1238013543.0,Start,Chile,20.0,SOUTH AMERICA
155375.0,Chris Watson,1245997885.0,FA,Chile,20.0,SOUTH AMERICA
77354537.0,Claudio Reyes,1246584115.0,C,Chile,20.0,SOUTH AMERICA
76628721.0,Claudio Vicuña Subercaseaux,1240166459.0,B,Chile,20.0,SOUTH AMERICA
75957865.0,Francisco Prat Alemparte,1246582387.0,Stub,Chile,20.0,SOUTH AMERICA
75957673.0,Hernán Vodanovic,1241138610.0,Stub,Chile,20.0,SOUTH AMERICA
18679293.0,Jaime Pizarro,1246276668.0,C,Chile,20.0,SOUTH AMERICA
71082507.0,Jennifer Rojas,1245058533.0,Start,Chile,20.0,SOUTH AMERICA
68418089.0,Juan de Dios Vial del Río,1246583715.0,Stub,Chile,20.0,SOUTH AMERICA
54904572.0,Loreto Silva,1235451028.0,Start,Chile,20.0,SOUTH AMERICA
68418264.0,Manuel Antonio Tocornal,1246583701.0,Stub,Chile,20.0,SOUTH AMERICA
75947506.0,Mario Ríos Santander,1246582411.0,Stub,Chile,20.0,SOUTH AMERICA
67623068.0,Miguel Schweitzer Walters,1233099801.0,Start,Chile,20.0,SOUTH AMERICA
75917312.0,Pablo Prieto,1246582394.0,Stub,Chile,20.0,SOUTH AMERICA
36650990.0,Patricio Rey Sommer,1226080617.0,Stub,Chile,20.0,SOUTH AMERICA
42703150.0,Ramón Vega Hidalgo,1193587402.0,Stub,Chile,20.0,SOUTH AMERICA
66779450.0,Roberto Poblete,1246286451.0,Start,Chile,20.0,SOUTH AMERICA
73945522.0,Roberto Thieme,1247033778.0,Start,Chile,20.0,SOUTH AMERICA
33334075.0,Sergio Zarzar Andonie,1037723664.0,Start,Chile,20.0,SOUTH AMERICA
76243973.0,Valentina Quiroga,1230256788.0,Start,Chile,20.0,SOUTH AMERICA
73944817.0,Cao Lihuai,1240382229.0,C,China,1411.3,EAST ASIA
72106591.0,Fu Wenhua,1240083184.0,Start,China,1411.3,EAST ASIA
72133624.0,Gu Shu,1222977958.0,Start,China,1411.3,EAST ASIA
72049460.0,Hang Yihong,1117001263.0,Stub,China,1411.3,EAST ASIA
72950033.0,Hao Hongjun,1182205038.0,C,China,1411.3,EAST ASIA
76338367.0,Hoi Lai Fong,1222254128.0,Stub,China,1411.3,EAST ASIA
72646293.0,Hu Fuming,1230177446.0,Stub,China,1411.3,EAST ASIA
72949865.0,Jiao Xiaoping,1250403358.0,Start,China,1411.3,EAST ASIA
76939400.0,Lin Shengzhong,1229515337.0,Start,China,1411.3,EAST ASIA
70959346.0,Lu Feng (politician),1183319623.0,Stub,China,1411.3,EAST ASIA
75292368.0,Shi Ping (politician),1247579845.0,Start,China,1411.3,EAST ASIA
72113960.0,Wang Liyan,1243521667.0,Start,China,1411.3,EAST ASIA
71858987.0,"Wang Wei (politician, born 1974)",1112864760.0,Stub,China,1411.3,EAST ASIA
72113942.0,Wang Yonghong,1234882199.0,Start,China,1411.3,EAST ASIA
76330508.0,Wei Wenhui,1213106474.0,Stub,China,1411.3,EAST ASIA
71627579.0,Zhang Lin (general),1243512125.0,Stub,China,1411.3,EAST ASIA
69844330.0,Carlos Mario Álvarez,1245234693.0,Stub,Colombia,52.2,SOUTH AMERICA
68167306.0,Iván Darío Agudelo,1245229754.0,Start,Colombia,52.2,SOUTH AMERICA
59174815.0,José Manuel Restrepo Abondano,1240223372.0,Start,Colombia,52.2,SOUTH AMERICA
33147279.0,Rafael Francisco Amador Campos,1246254621.0,Stub,Colombia,52.2,SOUTH AMERICA
68162798.0,Yahir Acuña,1245229750.0,Stub,Colombia,52.2,SOUTH AMERICA
74767569.0,Alejandro Corrales Escobar,1177713760.0,Stub,Colombia,52.2,SOUTH AMERICA
42213841.0,Alfonso Dávila Ortiz,1170558228.0,C,Colombia,52.2,SOUTH AMERICA
68169725.0,Alfredo Cuello Baute,1245229857.0,Start,Colombia,52.2,SOUTH AMERICA
72937270.0,Ana María Castañeda,1246254674.0,Start,Colombia,52.2,SOUTH AMERICA
58021769.0,Augusto Ibáñez Guzmán,1184527110.0,Start,Colombia,52.2,SOUTH AMERICA
68347931.0,Bernardo Guerra Serna,1250271191.0,Stub,Colombia,52.2,SOUTH AMERICA
74053306.0,Carlos Fernando Galán,1245229831.0,C,Colombia,52.2,SOUTH AMERICA
56592291.0,Carlos Mauro Hoyos,1248682870.0,C,Colombia,52.2,SOUTH AMERICA
74053461.0,Claudio Galán Pachón,1245229882.0,Stub,Colombia,52.2,SOUTH AMERICA
36845713.0,Daniel García-Peña,1245233082.0,Start,Colombia,52.2,SOUTH AMERICA
67406554.0,Eduardo Enríquez Maya,1245233259.0,Stub,Colombia,52.2,SOUTH AMERICA
73984553.0,Eduardo Wiesner Durán,1245236200.0,Start,Colombia,52.2,SOUTH AMERICA
53298766.0,Enrique Gil Botero,1245233277.0,GA,Colombia,52.2,SOUTH AMERICA
35839661.0,Fernando Londoño,1246255201.0,Start,Colombia,52.2,SOUTH AMERICA
34969516.0,Francisco José Lloreda Mera,1246254788.0,C,Colombia,52.2,SOUTH AMERICA
68155591.0,Germán Blanco Álvarez,1245229792.0,Start,Colombia,52.2,SOUTH AMERICA
39824418.0,Gilma Jiménez,1069225684.0,Stub,Colombia,52.2,SOUTH AMERICA
65176243.0,Gloria María Borrero,1245229806.0,Stub,Colombia,52.2,SOUTH AMERICA
68431387.0,Guillermo González (politician),1245234381.0,Stub,Colombia,52.2,SOUTH AMERICA
66799376.0,Iván Cepeda,1245233092.0,Start,Colombia,52.2,SOUTH AMERICA
52738991.0,Jorge Eduardo Londoño,1245235971.0,Stub,Colombia,52.2,SOUTH AMERICA
74790995.0,"Jorge Miguel Lozano, Marquis of San Jorge",1236266474.0,Start,Colombia,52.2,SOUTH AMERICA
62502289.0,José Eusebio Caro,1216025693.0,Stub,Colombia,52.2,SOUTH AMERICA
33234971.0,Juan Carlos Esguerra Portocarrero,1246255193.0,Stub,Colombia,52.2,SOUTH AMERICA
50581484.0,Juan García del Río,1240176611.0,Stub,Colombia,52.2,SOUTH AMERICA
73989449.0,Juan José Chaux Mosquera,1245229841.0,Start,Colombia,52.2,SOUTH AMERICA
39992268.0,Julio Arboleda Pombo,1245236501.0,Start,Colombia,52.2,SOUTH AMERICA
8755364.0,Justo Arosemena Quesada,1215952443.0,Start,Colombia,52.2,SOUTH AMERICA
75184287.0,Lucy Inés García,1245229888.0,Stub,Colombia,52.2,SOUTH AMERICA
43251844.0,Luis Eduardo Díaz Granados,1245235873.0,Stub,Colombia,52.2,SOUTH AMERICA
57721223.0,Manuel José Bonnet,1145659050.0,Start,Colombia,52.2,SOUTH AMERICA
52689501.0,Maria Claudia Lacouture,1199118382.0,Start,Colombia,52.2,SOUTH AMERICA
43252134.0,Miguel Amín Escaf,1230172715.0,Stub,Colombia,52.2,SOUTH AMERICA
61822519.0,Olga Duque de Ospina,1245229862.0,Stub,Colombia,52.2,SOUTH AMERICA
66223188.0,Roberto Junguito,1240223425.0,Stub,Colombia,52.2,SOUTH AMERICA
35547187.0,Rodrigo Hernán Lloreda Caicedo,1246254780.0,Start,Colombia,52.2,SOUTH AMERICA
10069604.0,Rodrigo Lara,1250547066.0,C,Colombia,52.2,SOUTH AMERICA
55214652.0,Vicky Colbert,1246254698.0,C,Colombia,52.2,SOUTH AMERICA
77539062.0,Wilson Borja,1245233085.0,Stub,Colombia,52.2,SOUTH AMERICA
52689651.0,Yaneth Giha Tovar,1245236372.0,Stub,Colombia,52.2,SOUTH AMERICA
51488965.0,Antonio Ordóñez Plaja,1173626216.0,Stub,Colombia,52.2,SOUTH AMERICA
70910588.0,Antonio Roldán Betancur,1221854205.0,Start,Colombia,52.2,SOUTH AMERICA
29404617.0,Carlos Eduardo Medellín Becerra,1245235975.0,C,Colombia,52.2,SOUTH AMERICA
11039456.0,Carlos Pizarro Leongómez,1249030421.0,C,Colombia,52.2,SOUTH AMERICA
2168423.0,Ciro Luis Urriola,1228551844.0,Start,Colombia,52.2,SOUTH AMERICA
74667094.0,Cristóbal de Vergara Azcárate,1245235067.0,Start,Colombia,52.2,SOUTH AMERICA
61050124.0,Daniel Quintero,1245235291.0,C,Colombia,52.2,SOUTH AMERICA
52739130.0,David Luna Sánchez,1222201469.0,Stub,Colombia,52.2,SOUTH AMERICA
54502555.0,Eduardo Valencia Ospina,1246254972.0,Start,Colombia,52.2,SOUTH AMERICA
52738845.0,Elsa Noguera,1246254840.0,Stub,Colombia,52.2,SOUTH AMERICA
37037010.0,Enrique Parejo González,1245235981.0,Stub,Colombia,52.2,SOUTH AMERICA
74767611.0,Ernesto Macías Tovar,1213699898.0,Start,Colombia,52.2,SOUTH AMERICA
77870909.0,Estanislao Vergara y Sanz de Santamaría,1245706441.0,Stub,Colombia,52.2,SOUTH AMERICA
69582805.0,Fernando Ospina Hernández,1245233340.0,Stub,Colombia,52.2,SOUTH AMERICA
64106216.0,Germán Montoya Vélez,1028093034.0,Stub,Colombia,52.2,SOUTH AMERICA
53611841.0,Iván Marulanda,1185742882.0,Start,Colombia,52.2,SOUTH AMERICA
52693267.0,Jorge Enrique Robledo,1220326566.0,Start,Colombia,52.2,SOUTH AMERICA
35617133.0,José María Vergara y Vergara,1245233403.0,C,Colombia,52.2,SOUTH AMERICA
51633862.0,Juan Camilo Quintero,1015926064.0,Stub,Colombia,52.2,SOUTH AMERICA
62814497.0,Juan José Reyes-Patria Escobar,1227553742.0,C,Colombia,52.2,SOUTH AMERICA
68589753.0,Juana de J. Sarmiento,1245238707.0,Start,Colombia,52.2,SOUTH AMERICA
71168655.0,Lorenzo Muelas,1164689541.0,Start,Colombia,52.2,SOUTH AMERICA
52689061.0,Luis Carlos Villegas Echeverri,1240167842.0,Stub,Colombia,52.2,SOUTH AMERICA
43216370.0,Luis Villar Borda,1245234958.0,Stub,Colombia,52.2,SOUTH AMERICA
52978580.0,Manuel María Ramírez Fortoul,1216456187.0,Start,Colombia,52.2,SOUTH AMERICA
75492665.0,Mariano Arosemena,1245235175.0,Stub,Colombia,52.2,SOUTH AMERICA
67210995.0,Narciso Matus Torres,1245236941.0,Stub,Colombia,52.2,SOUTH AMERICA
45201451.0,Oscar Terán (lawyer),1161329015.0,Stub,Colombia,52.2,SOUTH AMERICA
2168432.0,Ramón Maximiliano Valdés,1161329073.0,Stub,Colombia,52.2,SOUTH AMERICA
76885478.0,Ricardo Cobo,1244437288.0,Stub,Colombia,52.2,SOUTH AMERICA
73984034.0,Roberto Camacho Weberberg,1245232426.0,Start,Colombia,52.2,SOUTH AMERICA
76654533.0,Sixta Pontón de Santander,1247090171.0,Stub,Colombia,52.2,SOUTH AMERICA
66761849.0,Ángela Robledo,1246255224.0,Start,Colombia,52.2,SOUTH AMERICA
69569611.0,Chamina Ben Mohamed,1247354060.0,Stub,Comoros,0.9,EASTERN AFRICA
37327693.0,Ibrahim Aboubacar,1243241622.0,Start,Comoros,0.9,EASTERN AFRICA
1098893.0,Mohamed Bacar,1247355339.0,C,Comoros,0.9,EASTERN AFRICA
52785664.0,Moustadroine Abdou,1249127568.0,Stub,Comoros,0.9,EASTERN AFRICA
64039766.0,Mouzawar Abdallah,1245477212.0,Start,Comoros,0.9,EASTERN AFRICA
5501944.0,Saïd Ibrahim Ben Ali,1246290098.0,Start,Comoros,0.9,EASTERN AFRICA
18953902.0,Saïd Mohamed Cheikh,1221994066.0,Start,Comoros,0.9,EASTERN AFRICA
52785681.0,Abdallah Said Sarouma,1043132737.0,Stub,Comoros,0.9,EASTERN AFRICA
